Credit Score,Finance Type,LTV,Binded VSC
551,Purchase,1.170,0.83
551,Refi,1.279,0
551,Purchase,1.074,0
552,Refi,1.518,1
552,Purchase,0.683,1
552,Refi,1.114,0.2
552,Purchase,1.129,0.83
552,Refi,0.954,0
552,Purchase,0.989,0
552,Purchase,1.166,0
552,Purchase,1.095,0
552,Purchase,1.099,0
553,Purchase,1.143,0.83
553,Refi,1.450,0
553,Refi,1.389,0
553,Refi,1.197,0
553,Purchase,1.058,0
554,Purchase,1.246,1
554,Purchase,0.916,0
555,Purchase,0.997,0.4
555,Refi,1.412,0
555,Refi,1.165,0
556,Purchase,1.076,0
557,Purchase,1.487,0
557,Purchase,0.984,0.4
557,Refi,0.956,0
557,Refi,1.280,0
557,Refi,1.322,0
557,Refi,1.164,0
557,Purchase,0.961,0
558,Refi,1.348,0
559,Purchase,1.306,1
559,Purchase,1.175,0.83
559,Refi,0.944,0
559,Refi,1.160,0
560,Refi,0.818,0
560,Purchase,1.323,1
560,Refi,1.430,0.33
560,Purchase,1.165,0.83
560,Refi,1.238,0
560,Refi,1.371,0
560,Purchase,1.019,0
560,Purchase,1.090,0
561,Purchase,1.170,0.29
561,Purchase,0.942,0
561,Purchase,1.319,0
561,Refi,1.299,0
561,Refi,1.089,0
561,Refi,1.094,0
561,Refi,1.169,0
562,Purchase,1.089,0.14
562,Refi,1.386,0.55
562,Purchase,0.989,0
562,Purchase,1.321,0
562,Refi,0.968,0
562,Refi,0.996,0
562,Purchase,1.073,0
562,Refi,1.316,0
562,Refi,1.203,0
563,Purchase,0.907,1
563,Purchase,1.450,1
563,Refi,1.283,0.33
563,Refi,1.385,0.55
563,Purchase,0.950,0
563,Purchase,1.030,0
563,Purchase,1.033,0
564,Refi,0.910,0
564,Refi,0.928,0.14
564,Purchase,1.258,0
564,Purchase,1.383,0
564,Purchase,1.069,0
564,Purchase,1.145,0
564,Refi,1.238,0
564,Refi,1.239,0
564,Refi,1.332,0
564,Refi,1.161,0
564,Refi,1.161,0
565,Purchase,0.399,0
565,Purchase,0.572,0.5
565,Purchase,0.484,1
565,Purchase,1.404,0.17
565,Purchase,1.027,0
565,Purchase,1.069,0
565,Refi,1.073,0
565,Refi,1.081,0
565,Refi,1.098,0
565,Refi,1.361,0
565,Refi,1.150,0
566,Purchase,0.563,0
566,Refi,1.069,0.18
566,Refi,1.394,0.55
566,Refi,1.134,0.29
566,Purchase,1.131,0
566,Purchase,1.160,0
567,Refi,1.481,0
567,Refi,1.239,0.33
567,Refi,1.356,0.55
567,Refi,0.916,0
567,Refi,0.996,0
567,Refi,1.225,0
567,Refi,1.262,0
567,Refi,1.042,0
568,Refi,1.433,0
568,Refi,1.133,0.29
568,Refi,0.976,0
568,Purchase,1.184,0
568,Refi,1.040,0
568,Refi,1.085,0
568,Refi,1.100,0
568,Refi,1.166,0
568,Refi,1.180,0
569,Purchase,1.193,0.29
569,Refi,1.273,0.33
569,Refi,1.115,0.29
569,Purchase,1.243,0
569,Refi,0.993,0
569,Refi,1.304,0
569,Refi,1.359,0
569,Refi,1.121,0
569,Refi,1.196,0
570,Purchase,1.411,1
570,Purchase,1.426,1
570,Refi,1.084,0.18
570,Refi,1.328,0.55
570,Refi,1.354,0.55
570,Refi,1.169,0.29
570,Purchase,1.285,0
570,Purchase,1.311,0
570,Purchase,1.314,0
570,Purchase,1.156,0
570,Refi,1.338,0
570,Refi,1.159,0
571,Purchase,1.129,0.29
571,Refi,1.355,0.17
571,Purchase,1.150,0
571,Refi,1.003,0
571,Purchase,1.210,0
571,Refi,1.152,0
571,Refi,1.40779,0
571,Refi,1.249,0
571,Refi,1.262,0
572,Refi,1.555,0
572,Purchase,1.303,0.31
572,Refi,1.318,0.17
572,Refi,0.907,0
572,Refi,1.431,0
572,Purchase,1.125,0
572,Purchase,1.380,0
572,Purchase,1.388,0
572,Refi,1.121,0
572,Refi,1.176,0
572,Refi,1.312,0
572,Refi,1.396,0
572,Refi,1.265,0
572,Refi,1.305,0
573,Refi,0.771,0
573,Purchase,0.803,0.33
573,Purchase,1.216,0.31
573,Purchase,1.274,0.31
573,Purchase,1.305,0.31
573,Refi,1.436,0
573,Purchase,1.302,0
573,Refi,1.182,0
573,Refi,1.183,0
573,Refi,1.313,0
573,Refi,1.322,0
573,Refi,1.328,0
573,Refi,1.220,0
574,Purchase,0.848,0.5
574,Purchase,0.859,0.5
574,Purchase,1.320,0.14
574,Refi,1.083,0.15
574,Refi,0.839,0
574,Purchase,0.868,0
574,Refi,0.955,0
574,Purchase,1.396,0
574,Refi,1.097,0
574,Refi,1.100,0
574,Purchase,1.249,0
574,Refi,1.178,0
574,Refi,1.347,0
574,Refi,1.387,0
574,Refi,1.237,0
574,Refi,1.263,0
574,Refi,1.290,0
575,Purchase,1.439,1
575,Refi,0.985,0.14
575,Purchase,0.773,0
575,Purchase,0.806,0
575,Purchase,1.087,0
575,Purchase,1.356,0
575,Refi,1.006,0
575,Refi,1.014,0
575,Refi,1.066,0
575,Refi,1.097,0
575,Purchase,1.308,0
575,Refi,1.143,0
575,Refi,1.147,0
575,Refi,1.311,0
575,Refi,1.376,0
575,Refi,1.259,0
576,Refi,1.467,0.4
576,Purchase,1.131,0.29
576,Refi,1.190,0.18
576,Refi,0.985,0
576,Purchase,1.118,0
576,Purchase,1.178,0
576,Refi,1.090,0
576,Purchase,1.213,0
576,Purchase,1.238,0
576,Refi,1.141,0
576,Refi,1.175,0
576,Refi,1.348,0
576,Refi,1.371,0
577,Purchase,0.995,0
577,Purchase,1.636,0
577,Purchase,1.020,0.17
577,Refi,1.273,0.05
577,Purchase,1.055,0
577,Refi,1.072,0
577,Refi,1.174,0
577,Refi,1.183,0
577,Refi,1.212,0
578,Refi,1.557,0
578,Refi,1.093,0.15
578,Refi,1.175,0.18
578,Refi,1.205,0.18
578,Refi,1.323,0.17
578,Refi,0.816,0
578,Refi,1.438,0
578,Purchase,1.054,0
578,Purchase,1.094,0
578,Purchase,1.188,0
578,Refi,1.048,0
578,Refi,1.378,0
578,Refi,1.252,0
578,Refi,1.273,0
578,Refi,1.277,0
579,Purchase,1.337,0
579,Refi,1.085,0
579,Purchase,1.224,0
579,Purchase,1.277,0
579,Refi,1.240,0
580,Refi,0.730,0
580,Refi,0.840,0.25
580,Refi,1.442,0.4
580,Purchase,0.864,0
580,Purchase,1.055,0
580,Refi,0.927,0
580,Refi,0.934,0
580,Purchase,1.382,0
580,Purchase,1.255,0
580,Refi,1.158,0
580,Refi,1.195,0
580,Refi,1.313,0
580,Refi,1.363,0
580,Refi,1.085,0
580,Refi,1.106,0
580,Refi,1.233,0
580,Refi,1.243,0
580,Refi,1.248,0
580,Refi,1.266,0
581,Purchase,0.898,0
581,Refi,1.189,0.06
581,Purchase,1.061,0
581,Refi,1.428,0
581,Refi,1.465,0
581,Refi,1.077,0
581,Refi,1.364,0
581,Refi,1.377,0
581,Refi,1.211,0
581,Refi,1.164,0
581,Refi,1.192,0
581,Refi,1.206,0
582,Refi,0.776,0
582,Purchase,1.450,0.25
582,Refi,0.992,0.4
582,Purchase,1.269,0.5
582,Refi,1.445,0.07
582,Refi,1.309,0.08
582,Purchase,0.966,0
582,Purchase,1.386,0
582,Purchase,1.270,0
582,Purchase,1.111,0
582,Refi,1.046,0
582,Refi,1.319,0
582,Refi,1.322,0
582,Refi,1.376,0
582,Refi,1.253,0
582,Refi,1.259,0
582,Refi,1.267,0
582,Refi,1.113,0
582,Refi,1.146,0
582,Refi,1.209,0
583,Purchase,1.269,0.5
583,Refi,0.884,0
583,Purchase,1.314,0
583,Refi,1.441,0
583,Refi,1.499,0
583,Refi,1.080,0
583,Refi,1.105,0
583,Refi,1.327,0
583,Refi,1.353,0
583,Refi,1.265,0
583,Refi,1.116,0
583,Refi,1.130,0
583,Refi,1.147,0
583,Refi,1.149,0
583,Refi,1.194,0
584,Refi,0.739,0
584,Purchase,1.022,0.25
584,Purchase,1.444,0
584,Purchase,0.931,0
584,Purchase,1.169,0
584,Purchase,1.184,0
584,Refi,1.410,0
584,Refi,1.438,0
584,Refi,1.020,0
584,Refi,1.317,0
584,Refi,1.319,0
584,Refi,1.396,0
584,Refi,1.219,0
584,Refi,1.253,0
584,Refi,1.301,0
584,Refi,1.117,0
584,Refi,1.143,0
584,Refi,1.171,0
584,Refi,1.182,0
584,Refi,1.185,0
584,Refi,1.207,0
585,Refi,1.610,0
585,Purchase,1.386,0.33
585,Refi,0.908,0
585,Purchase,1.463,0
585,Refi,0.960,0
585,Purchase,1.031,0
585,Purchase,1.039,0
585,Purchase,1.043,0
585,Purchase,1.118,0
585,Purchase,1.129,0
585,Purchase,1.169,0
585,Refi,1.056,0
585,Refi,1.106,0
585,Refi,1.338,0
585,Refi,1.220,0
585,Refi,1.304,0
585,Refi,1.135,0
585,Refi,1.170,0
586,Purchase,0.742,0
586,Refi,0.973,0.4
586,Purchase,1.207,0.2
586,Refi,0.882,0
586,Purchase,1.381,0
586,Purchase,1.295,0
586,Purchase,1.128,0
586,Refi,1.416,0
586,Refi,1.419,0
586,Refi,1.429,0
586,Refi,1.431,0
586,Refi,1.435,0
586,Refi,1.027,0
586,Refi,1.089,0
586,Refi,1.396,0
586,Refi,1.159,0
586,Refi,1.176,0
587,Purchase,0.687,0
587,Purchase,0.938,0.4
587,Refi,1.017,0.11
587,Purchase,0.922,0
587,Purchase,1.107,0
587,Refi,1.072,0
587,Refi,1.379,0
587,Refi,1.226,0
587,Refi,1.237,0
587,Refi,1.240,0
587,Refi,1.276,0
587,Refi,1.285,0
587,Refi,1.308,0
587,Refi,1.158,0
588,Purchase,1.226,0.5
588,Purchase,1.155,0
588,Refi,1.426,0
588,Refi,1.50728,0
588,Refi,1.076,0
588,Refi,1.317,0
588,Refi,1.318,0
588,Refi,1.258,0
588,Refi,1.262,0
588,Refi,1.279,0
588,Refi,1.114,0
588,Refi,1.162,0
588,Refi,1.167,0
589,Purchase,1.310,0.33
589,Purchase,1.223,0.5
589,Refi,1.028,0.11
589,Refi,1.353,0.05
589,Purchase,1.444,0
589,Refi,0.963,0
589,Refi,0.999,0
589,Purchase,1.013,0
589,Purchase,1.228,0
589,Refi,1.434,0
589,Refi,1.086,0
589,Refi,1.094,0
589,Refi,1.337,0
589,Refi,1.296,0
589,Refi,1.297,0
589,Refi,1.142,0
589,Refi,1.159,0
590,Purchase,0.981,0.4
590,Purchase,1.044,0.25
590,Purchase,1.173,0.2
590,Refi,1.285,0.08
590,Refi,1.157,0.06
590,Purchase,1.392,0
590,Purchase,1.243,0
590,Refi,1.072,0
590,Refi,1.110,0
590,Refi,1.022,0
590,Refi,1.035,0
590,Refi,1.322,0
590,Refi,1.357,0
590,Refi,1.40157,0
590,Refi,1.216,0
590,Refi,1.161,0
590,Refi,1.168,0
590,Refi,1.184,0
591,Refi,0.683,0
591,Purchase,1.449,0
591,Purchase,1.550,0.5
591,Refi,1.40393,0.11
591,Refi,1.263,0.11
591,Refi,1.431,0
591,Refi,1.062,0
591,Refi,1.108,0
591,Refi,1.180,0
591,Refi,1.354,0
591,Refi,1.358,0
591,Refi,1.370,0
591,Refi,1.40699,0
591,Refi,1.210,0
591,Refi,1.302,0
592,Refi,1.40390,0.11
592,Purchase,1.068,0
592,Refi,1.434,0
592,Refi,1.088,0
592,Refi,1.323,0
592,Refi,1.327,0
592,Refi,1.330,0
592,Refi,1.384,0
592,Refi,1.394,0
592,Refi,1.239,0
592,Refi,1.243,0
592,Refi,1.289,0
592,Refi,1.309,0
593,Refi,0.617,0
593,Purchase,1.330,0
593,Purchase,1.340,0
593,Refi,0.941,0.43
593,Purchase,1.106,0.33
593,Purchase,1.171,0.27
593,Refi,1.169,0.17
593,Refi,1.394,0.11
593,Refi,1.270,0.11
593,Refi,1.513,0
593,Purchase,1.245,0
593,Purchase,0.996,0
593,Purchase,1.090,0
593,Refi,1.418,0
593,Refi,1.433,0
593,Refi,1.134,0
593,Refi,1.203,0
593,Refi,1.318,0
593,Refi,1.349,0
593,Refi,1.352,0
593,Refi,1.218,0
593,Refi,1.242,0
593,Refi,1.242,0
593,Refi,1.248,0
593,Refi,1.283,0
593,Refi,1.298,0
594,Purchase,0.903,0
594,Purchase,1.422,0
594,Refi,1.210,0.11
594,Refi,0.969,0
594,Purchase,1.028,0
594,Purchase,1.157,0
594,Purchase,1.197,0
594,Refi,1.045,0
594,Refi,1.067,0
594,Refi,1.070,0
594,Refi,1.126,0
594,Refi,1.184,0
594,Refi,1.199,0
594,Refi,1.338,0
594,Refi,1.341,0
594,Refi,1.350,0
594,Refi,1.350,0
594,Refi,1.360,0
594,Refi,1.400,0
594,Refi,1.40909,0
594,Refi,1.217,0
594,Refi,1.231,0
594,Refi,1.250,0
594,Refi,1.274,0
594,Refi,1.274,0
594,Refi,1.275,0
594,Refi,1.280,0
594,Refi,1.288,0
595,Purchase,0.524,0
595,Purchase,0.864,0
595,Purchase,0.767,1
595,Purchase,0.864,0.33
595,Refi,1.021,0.13
595,Refi,1.130,0.17
595,Refi,1.208,0.17
595,Refi,1.40473,0.11
595,Refi,1.267,0.11
595,Purchase,0.999,0
595,Purchase,1.131,0
595,Purchase,1.143,0
595,Refi,1.320,0
595,Refi,1.398,0
595,Refi,1.213,0
595,Refi,1.262,0
595,Refi,1.278,0
595,Refi,1.284,0
596,Purchase,0.516,0
596,Refi,0.863,0
596,Refi,0.889,0
596,Refi,0.892,0
596,Refi,1.520,0.25
596,Refi,1.550,0
596,Refi,0.999,0
596,Refi,1.025,0
596,Refi,1.107,0
596,Refi,1.108,0
596,Refi,1.133,0
596,Refi,1.137,0
596,Refi,1.325,0
596,Refi,1.390,0
596,Refi,1.215,0
596,Refi,1.223,0
596,Refi,1.255,0
596,Refi,1.273,0
597,Refi,0.933,0.43
597,Purchase,1.278,0.29
597,Purchase,1.281,0.29
597,Purchase,1.023,0.33
597,Purchase,1.048,0.33
597,Refi,1.073,0.13
597,Refi,1.138,0.17
597,Refi,1.550,0
597,Purchase,1.238,0
597,Purchase,1.305,0
597,Purchase,0.919,0
597,Purchase,0.940,0
597,Refi,1.434,0
597,Purchase,1.115,0
597,Purchase,1.180,0
597,Refi,1.013,0
597,Refi,1.022,0
597,Refi,1.145,0
597,Refi,1.153,0
597,Refi,1.176,0
597,Refi,1.189,0
597,Refi,1.196,0
597,Refi,1.318,0
597,Refi,1.358,0
597,Refi,1.378,0
597,Refi,1.233,0
598,Refi,0.800,0
598,Refi,0.961,0.43
598,Refi,1.126,0.17
598,Refi,1.229,0.11
598,Refi,0.953,0
598,Purchase,1.214,0
598,Purchase,1.220,0
598,Purchase,0.971,0
598,Purchase,1.025,0
598,Purchase,1.102,0
598,Purchase,1.168,0
598,Refi,1.142,0
598,Refi,1.143,0
598,Refi,1.200,0
598,Refi,1.295,0
599,Refi,0.743,0
599,Refi,1.412,0.18
599,Refi,1.448,0.18
599,Refi,0.915,0
599,Purchase,0.928,0
599,Purchase,0.954,0
599,Purchase,1.088,0
599,Refi,1.463,0
599,Refi,1.030,0
599,Refi,1.092,0
599,Refi,1.114,0
599,Refi,1.148,0
599,Refi,1.149,0
599,Refi,1.158,0
599,Refi,1.173,0
599,Refi,1.184,0
599,Refi,1.340,0
599,Refi,1.340,0
599,Refi,1.354,0
599,Refi,1.394,0
599,Refi,1.224,0
599,Refi,1.227,0
599,Refi,1.247,0
599,Refi,1.267,0
599,Refi,1.282,0
599,Refi,1.291,0
599,Refi,1.307,0
600,Purchase,1.514,0
600,Purchase,1.509,0
600,Purchase,1.124,0.27
600,Purchase,1.165,0.27
600,Purchase,0.979,0
600,Refi,1.428,0
600,Refi,1.462,0
600,Refi,1.471,0
600,Purchase,1.198,0
600,Refi,1.151,0
600,Refi,1.185,0
600,Refi,1.332,0
600,Refi,1.354,0
600,Refi,1.231,0
600,Refi,1.238,0
600,Refi,1.259,0
601,Refi,1.655,0
601,Purchase,0.867,0
601,Refi,1.479,0.2
601,Purchase,1.099,0.27
601,Purchase,1.105,0.27
601,Purchase,1.266,0
601,Refi,1.415,0
601,Refi,0.986,0
601,Refi,0.999,0
601,Refi,1.033,0
601,Refi,1.042,0
601,Refi,1.064,0
601,Refi,1.068,0
601,Refi,1.091,0
601,Refi,1.283,0
601,Refi,1.338,0
601,Refi,1.374,0
601,Refi,1.375,0
602,Refi,0.847,0
602,Refi,1.444,0.2
602,Purchase,1.153,0.27
602,Refi,1.160,0.13
602,Refi,1.354,0.19
602,Refi,1.373,0.19
602,Refi,1.40145,0.19
602,Refi,1.428,0
602,Refi,1.440,0
602,Refi,1.494,0
602,Refi,0.991,0
602,Purchase,1.168,0
602,Refi,1.012,0
602,Refi,1.255,0
602,Refi,1.293,0
602,Refi,1.303,0
602,Refi,1.111,0
602,Refi,1.125,0
602,Refi,1.138,0
602,Refi,1.145,0
602,Refi,1.195,0
602,Refi,1.196,0
602,Refi,1.207,0
602,Refi,1.368,0
603,Refi,1.259,0.19
603,Refi,1.332,0.19
603,Refi,1.40170,0.19
603,Purchase,1.214,0
603,Refi,1.417,0
603,Purchase,1.108,0
603,Purchase,1.135,0
603,Purchase,1.175,0
603,Refi,1.078,0
603,Refi,1.214,0
603,Refi,1.219,0
603,Refi,1.239,0
603,Refi,1.130,0
603,Refi,1.134,0
603,Refi,1.171,0
603,Refi,1.210,0
603,Refi,1.341,0
603,Refi,1.355,0
603,Refi,1.358,0
603,Refi,1.373,0
603,Refi,1.373,0
604,Refi,0.682,0
604,Purchase,1.437,0
604,Purchase,0.773,1
604,Purchase,1.258,0.33
604,Purchase,1.261,0.33
604,Refi,1.40133,0.19
604,Purchase,1.298,0
604,Refi,0.970,0
604,Refi,1.257,0
604,Refi,1.298,0
604,Refi,1.195,0
604,Refi,1.210,0
604,Refi,1.344,0
605,Purchase,1.462,0
605,Refi,1.025,0.04
605,Refi,1.122,0.13
605,Refi,1.334,0.19
605,Refi,1.432,0
605,Refi,0.936,0
605,Refi,0.994,0
605,Purchase,1.032,0
605,Purchase,1.119,0
605,Purchase,1.127,0
605,Refi,1.036,0
605,Refi,1.039,0
605,Refi,1.060,0
605,Refi,1.060,0
605,Refi,1.061,0
605,Refi,1.067,0
605,Refi,1.301,0
605,Refi,1.305,0
605,Refi,1.129,0
605,Refi,1.166,0
605,Refi,1.173,0
605,Refi,1.174,0
605,Refi,1.315,0
605,Refi,1.319,0
605,Refi,1.323,0
605,Refi,1.398,0
606,Refi,0.710,0
606,Refi,1.519,0
606,Refi,1.544,0
606,Refi,1.130,0.13
606,Refi,1.439,0
606,Refi,0.990,0
606,Purchase,1.021,0
606,Purchase,1.060,0
606,Purchase,1.067,0
606,Refi,1.054,0
606,Refi,1.078,0
606,Refi,1.105,0
606,Refi,1.234,0
606,Refi,1.250,0
606,Refi,1.253,0
606,Refi,1.318,0
606,Refi,1.329,0
606,Refi,1.400,0
607,Purchase,0.666,0
607,Refi,1.511,0
607,Purchase,1.415,0
607,Refi,1.237,0.19
607,Purchase,1.211,0
607,Refi,0.915,0
607,Refi,0.954,0
607,Refi,1.076,0
607,Refi,1.085,0
607,Refi,1.091,0
607,Refi,1.091,0
607,Refi,1.100,0
607,Refi,1.228,0
607,Refi,1.144,0
607,Refi,1.192,0
607,Refi,1.348,0
607,Refi,1.350,0
607,Refi,1.359,0
607,Refi,1.365,0
607,Refi,1.366,0
607,Refi,1.40354,0
608,Refi,0.750,0
608,Purchase,0.968,0.6
608,Purchase,1.197,0.27
608,Purchase,1.202,0.27
608,Purchase,0.931,0
608,Refi,1.444,0
608,Purchase,1.095,0
608,Purchase,1.155,0
608,Purchase,1.201,0
608,Refi,1.037,0
608,Refi,1.069,0
608,Refi,1.214,0
608,Refi,1.261,0
608,Refi,1.292,0
608,Refi,1.294,0
608,Refi,1.296,0
608,Refi,1.111,0
608,Refi,1.136,0
608,Refi,1.194,0
608,Refi,1.198,0
608,Refi,1.318,0
608,Refi,1.322,0
608,Refi,1.332,0
608,Refi,1.334,0
608,Refi,1.372,0
609,Purchase,1.393,0
609,Refi,0.809,0
609,Refi,1.600,0.25
609,Purchase,0.947,0.6
609,Purchase,1.088,0.27
609,Refi,1.267,0.19
609,Refi,1.289,0.19
609,Refi,1.309,0.19
609,Refi,1.386,0.19
609,Purchase,0.957,0
609,Refi,0.968,0
609,Purchase,1.081,0
609,Refi,1.109,0
609,Refi,1.011,0
609,Refi,1.244,0
609,Refi,1.251,0
609,Refi,1.275,0
609,Refi,1.284,0
609,Refi,1.123,0
609,Refi,1.156,0
609,Refi,1.189,0
609,Refi,1.334,0
609,Refi,1.348,0
609,Refi,1.352,0
609,Refi,1.376,0
609,Refi,1.398,0
609,Refi,1.398,0
610,Purchase,0.610,0
610,Purchase,0.691,0
610,Purchase,1.492,0
610,Refi,0.864,0.5
610,Purchase,0.952,0.6
610,Refi,1.282,0.19
610,Refi,1.180,0.13
610,Refi,0.947,0
610,Purchase,1.036,0
610,Purchase,1.179,0
610,Refi,1.024,0
610,Refi,1.279,0
610,Refi,1.121,0
610,Refi,1.147,0
610,Refi,1.40332,0
611,Purchase,1.134,0.3
611,Purchase,1.216,0.3
611,Refi,0.942,0.13
611,Refi,1.423,0.18
611,Refi,1.145,0.09
611,Refi,0.852,0
611,Purchase,1.386,0
611,Purchase,1.127,0
611,Purchase,1.242,0
611,Refi,1.065,0
611,Refi,1.101,0
611,Refi,1.000,0
611,Refi,1.50707,0
611,Purchase,1.052,0
611,Refi,1.130,0
611,Refi,1.144,0
611,Refi,1.192,0
611,Refi,1.204,0
611,Refi,1.315,0
611,Refi,1.330,0
611,Refi,1.352,0
611,Refi,1.368,0
611,Refi,1.400,0
612,Purchase,0.640,0
612,Purchase,1.429,0
612,Refi,0.641,0
612,Refi,1.454,0.18
612,Refi,1.485,0.18
612,Purchase,1.015,0.26
612,Purchase,1.057,0.26
612,Refi,1.307,0.11
612,Refi,1.335,0.11
612,Purchase,1.001,0
612,Purchase,1.006,0
612,Purchase,1.382,0
612,Purchase,1.117,0
612,Purchase,1.134,0
612,Purchase,1.173,0
612,Refi,1.008,0
612,Refi,1.043,0
612,Refi,1.057,0
612,Refi,1.089,0
612,Refi,1.432,0
612,Refi,1.436,0
612,Refi,1.443,0
612,Refi,1.490,0
612,Purchase,1.065,0
612,Refi,1.127,0
612,Refi,1.128,0
612,Refi,1.156,0
612,Refi,1.201,0
612,Refi,1.234,0
612,Refi,1.298,0
612,Refi,1.327,0
612,Refi,1.366,0
612,Refi,1.371,0
612,Refi,1.373,0
612,Refi,1.384,0
613,Refi,0.474,1
613,Purchase,1.286,0.3
613,Refi,1.367,0.11
613,Purchase,1.344,0
613,Purchase,1.344,0
613,Purchase,1.143,0
613,Refi,0.913,0
613,Refi,1.116,0
613,Refi,1.153,0
613,Refi,1.190,0
613,Refi,1.283,0
613,Refi,1.335,0
613,Refi,1.379,0
613,Refi,1.40052,0
614,Purchase,0.784,0
614,Refi,1.572,0
614,Purchase,1.386,0.25
614,Purchase,1.142,0.3
614,Refi,0.909,0
614,Purchase,0.952,0
614,Purchase,0.907,0
614,Refi,1.050,0
614,Refi,0.964,0
614,Refi,1.418,0
614,Purchase,1.042,0
614,Purchase,1.084,0
614,Purchase,1.098,0
614,Refi,1.156,0
614,Refi,1.168,0
614,Refi,1.174,0
614,Refi,1.233,0
614,Refi,1.252,0
614,Refi,1.290,0
614,Refi,1.293,0
614,Refi,1.319,0
614,Refi,1.321,0
614,Refi,1.323,0
614,Refi,1.343,0
614,Refi,1.374,0
615,Purchase,1.411,0
615,Purchase,1.062,0.26
615,Refi,1.165,0.09
615,Refi,0.854,0
615,Refi,0.900,0
615,Purchase,0.848,0
615,Purchase,1.126,0
615,Refi,0.949,0
615,Refi,1.419,0
615,Refi,1.439,0
615,Refi,1.126,0
615,Refi,1.153,0
615,Refi,1.197,0
615,Refi,1.223,0
615,Refi,1.244,0
615,Refi,1.278,0
615,Refi,1.288,0
615,Refi,1.305,0
615,Refi,1.341,0
615,Refi,1.369,0
615,Refi,1.396,0
615,Refi,1.397,0
616,Refi,1.749,0
616,Purchase,0.905,0.14
616,Purchase,1.355,0.25
616,Purchase,1.161,0.3
616,Refi,1.288,0.11
616,Purchase,1.157,0
616,Purchase,1.245,0
616,Refi,1.058,0
616,Refi,0.954,0
616,Refi,1.421,0
616,Purchase,1.066,0
616,Purchase,1.088,0
616,Refi,1.145,0
616,Refi,1.176,0
616,Refi,1.185,0
616,Refi,1.217,0
616,Refi,1.276,0
616,Refi,1.297,0
616,Refi,1.360,0
616,Refi,1.374,0
616,Refi,1.390,0
617,Refi,0.717,0
617,Purchase,0.740,0
617,Purchase,0.763,0
617,Refi,0.652,0
617,Refi,0.665,0
617,Refi,0.678,0
617,Purchase,1.090,0.26
617,Refi,1.201,0.09
617,Refi,1.234,0.11
617,Refi,1.295,0.11
617,Refi,0.897,0
617,Purchase,0.965,0
617,Purchase,0.849,0
617,Refi,0.912,0
617,Refi,0.929,0
617,Refi,1.411,0
617,Refi,1.422,0
617,Refi,1.424,0
617,Purchase,1.011,0
617,Purchase,1.012,0
617,Purchase,1.082,0
617,Purchase,1.094,0
617,Refi,1.114,0
617,Refi,1.173,0
617,Refi,1.249,0
617,Refi,1.270,0
617,Refi,1.290,0
617,Refi,1.305,0
617,Refi,1.321,0
617,Refi,1.40309,0
617,Refi,1.40874,0
618,Purchase,0.651,0
618,Purchase,0.801,0
618,Purchase,1.242,0.3
618,Refi,1.049,0.14
